1	27.957183	3.046224	0.111235	59.933333	2.218001
2	34.735247	4.204561	0.000000	59.933333	2.211172
3	38.209295	4.680888	0.000000	59.933333	2.205446
4	40.048838	5.125333	0.000000	59.933333	2.209134
5	41.167206	5.361008	0.000000	59.933333	2.213418
6	41.911048	5.549152	0.000000	59.933333	2.289498
7	42.472571	5.654632	0.000000	59.933333	2.206977
8	42.838755	5.860115	0.000000	59.933333	2.293600
9	43.158847	5.885377	0.000000	59.933333	2.209962
10	43.420315	5.972857	0.000000	59.933333	2.221373
11	43.632406	6.046468	0.000000	59.933333	2.206326
12	43.807584	6.065404	0.000000	59.933333	2.215200
13	43.948287	6.137025	0.000000	59.933333	2.225764
14	44.063765	6.249136	0.111235	59.933333	2.233906
15	44.167489	6.312651	0.111235	59.933333	2.230963
16	44.234923	6.341362	0.111235	59.933333	2.220711
17	44.311872	6.483370	0.111235	59.933333	2.201111
18	44.384819	6.539977	0.222469	59.933333	2.222813
19	44.426745	6.617571	0.111235	59.933333	2.202687
20	44.484615	6.680155	0.111235	59.933333	2.226771
21	44.523335	6.752721	0.222469	59.933333	2.210307
22	44.580764	6.931366	0.000000	59.933333	2.316455
23	44.633138	6.909538	0.000000	59.933333	2.318779
24	44.665122	6.936395	0.000000	59.933333	2.320778
25	44.703978	6.994790	0.000000	59.933333	2.223384
26	44.719911	7.003125	0.000000	59.933333	2.211311
27	44.726235	7.172765	0.000000	59.933333	2.210190
28	44.752455	7.255937	0.000000	59.933333	2.202885
29	44.779867	7.286412	0.000000	59.933333	2.205261
30	44.801101	7.313207	0.000000	59.933333	2.220048
31	44.825482	7.367804	0.000000	59.933333	2.221120
32	44.837528	7.407925	0.000000	59.933333	2.226921
33	44.834611	7.459717	0.000000	59.933333	2.311223
34	44.854110	7.414059	0.000000	59.933333	2.246908
35	44.883767	7.472300	0.000000	59.933333	2.208535
36	44.894704	7.436791	0.111235	59.933333	2.228823
37	44.919291	7.409814	0.111235	59.933333	2.212635
38	44.925213	7.491537	0.000000	59.933333	2.241995
39	44.937968	7.437163	0.000000	59.933333	2.212515
40	44.943044	7.418721	0.111235	59.933333	2.237515
41	44.979078	7.492059	0.111235	59.933333	2.222993
42	44.975427	7.477984	0.111235	59.933333	2.232965
43	44.974983	7.497061	0.000000	59.933333	2.224290
44	44.993198	7.503086	0.000000	59.933333	2.402411
45	44.986022	7.511355	0.000000	59.933333	2.236972
46	44.995087	7.510161	0.111235	59.933333	2.429566
47	45.015508	7.531436	0.111235	59.933333	2.201981
48	45.013645	7.589379	0.111235	59.933333	2.296288
49	45.027113	7.556334	0.111235	59.933333	2.227561
50	45.041043	7.607830	0.222469	59.933333	2.248243
51	45.047835	7.536679	0.222469	59.933333	2.228768
52	45.044142	7.500600	0.000000	59.933333	2.229141
